sample_id,any_picorna,any_calici,any_pos,virus_general,dataset,specific_roost_site,roost_site,latitude_s,longitude_e,sampling_session,processing_date,year,bat_species,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,predicted_mass_g,mass_forearm_residual
ROU168,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,56,10.66,69.8,32,12.9,3.3,1.2,56.74958528,-0.749585281
ROU169,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,71,10.59,73,34.3,9.6,3.6,3.7,59.88186202,11.11813798
ROU173,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,53,10.59,71.4,37.5,12.7,small,small,58.31223937,-5.312239369
ROU175,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,70,11.3,62,34,14,7,7,49.23580929,20.76419071
ROU176,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,65,10.3,69,30.5,10.5,4.5,3,55.97091117,9.029088835
ROU179,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,10.5,71,33,10,4,3,57.92091764,2.079082358
ROU180,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,11.8,73.5,35,13,6,5,68.42431136,1.575688636
ROU184,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,50,9.1,67.1,34.3,12,5,2,54.12876692,-4.128766923
ROU191,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.8,72,34,15,12,10,66.14269457,-1.142694569
ROU193,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,87,2019-11-30,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,67,12.1,73,33.5,11.8,5,4,59.88186202,7.118137978
ROU36,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-13,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,50,10.35,71.5,32.5,14.5,small,NA,NA,NA
ROU45,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-13,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,45,9.29,67.1,32.2,11.3,small,NA,NA,NA
ROU48,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-14,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,50,8.32,68.4,29.9,11.9,small,NA,NA,NA
ROU52,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-14,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,55,9.83,68.3,33.1,15.9,small,NA,NA,NA
ROU59,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-15,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,40,10.21,70.5,31.2,15.1,0.3,0.5,NA,NA
ROU61,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-15,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,40,9.4,65.6,31.5,15.4,small,NA,NA,NA
ROU63,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,14,2014-10-15,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,64,11.3,70.5,30.5,12.5,9,12.5,NA,NA
ROU79,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,23,2015-03-30,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,46,8.74,68.2,30.9,14.8,small,NA,NA,NA
ROU82,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,23,2015-03-30,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,37,8.82,61.3,27.6,15.4,small,NA,NA,NA
ROU93,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,23,2015-03-31,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,48,9.36,70.3,34,12,4.5,5.4,NA,NA
ROU95,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-08,2019,Rousettus madagascariensis,male,J,yes,no,NA,NA,40,11.49,65.2,31.4,14.7,small,small,NA,NA
RTC001,0,0,0,,NIH,Ankarana_Cathedral,Ankarana,-12.9435,49.0555,80,2019-09-28,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,10.7,72.7,35.2,11.7,7.6,7.5,67.20367411,-7.203674113
RTC002,0,0,0,,NIH,Ankarana_Cathedral,Ankarana,-12.9435,49.0555,80,2019-09-28,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,47,11.25,68.2,30.3,12.5,4,5,60.49937873,-13.49937873
RTC003,0,0,0,,NIH,Ankarana_Cathedral,Ankarana,-12.9435,49.0555,80,2019-09-28,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,53,12.22,73.6,33.8,12.8,4.1,2.4,60.4722419,-7.472241903
RTC005,0,0,0,,NIH,Ankarana_Cathedral,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,49,10.88,70.1,32.3,13.7,receded,receded,63.29638013,-14.29638013
TSI001,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,69,2019-06-15,2019,Pteropus rufus,female,NL,no,no,NA,NA,600,29.5,168,80.2,28.4,6.04,6.6,579.5212872,20.4787128
TSI002,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,69,2019-06-16,2019,Pteropus rufus,male,A,no,no,NA,NA,700,34,177,83.7,27.1,receded,receded,740.5232075,-40.52320754
TSI003,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,69,2019-06-17,2019,Pteropus rufus,female,NL,no,no,NA,NA,465,27.5,157,69.5,32,small,small,525.4440783,-60.44407835
TSI004,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-17,2019,Pteropus rufus,male,A,NA,no,NA,NA,500,26,156,77.1,32.5,small,small,NA,NA
TSI006,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-18,2019,Pteropus rufus,male,A,NA,no,NA,NA,700,23,164,84,26.1,receded,receded,NA,NA
TSI007,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-18,2019,Pteropus rufus,male,A,NA,no,NA,NA,465,26,157.7,72.8,26.4,receded,receded,NA,NA
TSI011,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-21,2019,Pteropus rufus,female,NL,NA,no,NA,NA,740,25.2,167,88,24.9,6.1,4.7,NA,NA
TSI016,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-23,2019,Pteropus rufus,male,A,NA,no,NA,NA,805,29.4,176,87,30.1,9.1,9.3,NA,NA
TSI017,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-23,2019,Pteropus rufus,female,P,NA,no,NA,NA,640,25.9,162,76.4,29.5,10,5.2,NA,NA
TSI020,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,72,2019-07-24,2019,Pteropus rufus,male,A,NA,no,NA,NA,380,24.5,146.5,72.9,33.3,small,small,NA,NA
TSI022,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-01,2019,Pteropus rufus,male,A,no,no,NA,NA,730,26.2,187,80.6,22.6,13.6,11.1,843.469279,-113.469279
TSI023,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-02,2019,Pteropus rufus,female,NL,no,no,NA,NA,710,27.5,165,80.4,23.2,13.7,9.2,564.6112756,145.3887244
TSI026,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-02,2019,Pteropus rufus,male,A,no,no,NA,NA,560,26.5,173,84.4,30.8,receded,receded,701.4986501,-141.4986501
TSI028,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-02,2019,Pteropus rufus,female,NL,no,no,NA,NA,610,NA,158.7,76.7,32,14,15.2,533.6941907,76.30580926
TSI029,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-02,2019,Pteropus rufus,male,A,no,no,NA,NA,610,25.6,174,80.7,20.1,14.5,10.9,711.1404373,-101.1404373
TSI031,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-03,2019,Pteropus rufus,male,A,no,no,NA,NA,690,27.3,172,100,22.9,12.7,15.6,691.9328289,-1.932828867
TSI034,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,76,2019-09-05,2019,Pteropus rufus,male,A,no,no,NA,NA,650,23.2,174,80,24,4,11,711.1404373,-61.14043734
TSI037,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,79,2019-09-29,2019,Pteropus rufus,female,L,no,yes,mom,TSI042,518,26.2,172,80.3,25,13,7,599.5867995,-81.58679951
TSI038,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,79,2019-09-29,2019,Pteropus rufus,female,L,no,yes,mom,TSI043,510,28.5,160,78.6,31.9,13,9.5,540.0298056,-30.02980558
TSI039,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,79,2019-09-29,2019,Pteropus rufus,male,J,yes,no,NA,NA,470,22,150.5,71.7,22.9,receded,receded,NA,NA
TSI044,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,79,2019-10-01,2019,Pteropus rufus,female,P,no,no,NA,NA,645,26.5,158,80.4,32,5,8,530.2922812,114.7077188
TSI046,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,79,2019-10-04,2019,Pteropus rufus,male,A,no,no,NA,NA,685,25.8,180,90,29.1,14.5,16.4,770.5954511,-85.59545115
TSI047,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-10-26,2019,Pteropus rufus,male,A,no,no,NA,NA,695,29.5,170,83.8,27.9,11.1,12.2,673.0284357,21.97156425
TSI049,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-10-26,2019,Pteropus rufus,male,A,no,no,NA,NA,496,22.3,157.5,78,35.5,small,small,561.6636583,-65.66365832
TSI053,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-10-28,2019,Pteropus rufus,male,A,no,no,NA,NA,680,23,173,85.7,24.5,NA,NA,701.4986501,-21.49865007
TSI057,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-10-31,2019,Pteropus rufus,female,L,no,yes,mom,TSI059,550,24.9,158,79.9,31.3,10.1,15.5,530.2922812,19.7077188
TSI061,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-11-01,2019,Pteropus rufus,male,A,no,no,NA,NA,680,26.5,166,82.3,35,11.1,11.9,636.1240705,43.87592946
TSI062,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,83,2019-11-01,2019,Pteropus rufus,female,NL,no,no,NA,NA,450,24,160,74.9,24,small,small,540.0298056,-90.02980558
TSI067,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,92,2020-02-26,2020,Pteropus rufus,male,A,no,no,NA,NA,764,25.8,170,84,30,17,19,673.0284357,90.97156425
TSI068,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,92,2020-02-28,2020,Pteropus rufus,male,A,no,no,NA,NA,703,26.9,174,83,24,15,14,711.1404373,-8.140437341
TSI073,0,0,0,,NIH,Marotsipohy,Ambakoana,-18.513,48.1665,92,2020-02-29,2020,Pteropus rufus,male,J,yes,no,NA,NA,326,25.3,152,71,25,S,S,NA,NA
WAY001,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,male,A,no,no,NA,NA,281,24,128.1,63.2,25.2,12.7,10,316.5137812,-35.51378122
WAY004,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,male,A,no,no,NA,NA,326,22.5,128.6,64.7,24.9,13,12.3,318.1175707,7.882429303
WAY005,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY010,62,10.74,58.1,28.4,17.9,small,small,NA,NA
WAY007,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,female,NL,no,NA,NA,NA,271,20.4,124.3,57.8,28.7,small,small,293.7678286,-22.76782864
WAY008,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,male,A,no,NA,NA,NA,329,20.4,131.8,61.2,29.5,8.5,9.3,328.4255523,0.57444773
WAY009,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,female,L,yes,NA,mom,WAY011,288,18.7,125.5,58.5,28,7.4,7.7,NA,NA
WAY010,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-01,2019,Eidolon dupreanum,female,L,yes,NA,mom,WAY005,334,20.9,133.6,62.6,26,8.9,10.9,NA,NA
WAY012,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,female,P,no,no,NA,NA,368,21.7,132.7,65.5,26.6,9.7,10.9,321.8486971,46.15130287
WAY013,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,female,P,no,no,NA,NA,348,21.8,127.9,61.2,26.1,10.8,8.2,305.7133704,42.28662956
WAY014,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,328,22.3,133.1,64.4,25.3,13.5,10.4,332.6345826,-4.63458261
WAY015,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY020,53,11.09,58.5,31.4,15.7,small,small,NA,NA
WAY018,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,278,20.2,129.8,61.3,24.3,12.4,13.3,321.974227,-43.97422705
WAY019,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,278,20.4,133.3,62.4,28.3,small,small,333.2832147,-55.28321468
WAY020,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,female,L,no,yes,mom,WAY015,308,19.3,131.2,61.9,24.9,10,7.7,316.7811534,-8.781153432
WAY022,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,female,L,yes,yes,mom,WAY024,284,22.5,129.4,63.1,26.4,9.3,10.1,NA,NA
WAY023,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY021,48,10.51,58.2,28.9,13.4,small,small,NA,NA
WAY024,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,80,2019-10-02,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY022,66,12.11,72.6,34.1,20.8,small,small,NA,NA
WAY025,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-01,2019,Eidolon dupreanum,female,L,no,yes,mom,WAY033,281,22.3,126.4,61.4,27.4,9.6,9,300.7196547,-19.71965466
WAY027,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-01,2019,Eidolon dupreanum,female,L,no,yes,mom,WAY035,295,22.2,134.9,63.4,29.1,12.6,10.1,329.3221812,-34.32218122
WAY033,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-01,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY025,91,14.59,93.3,42.6,19.8,small,small,NA,NA
WAY034,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-01,2019,Eidolon dupreanum,female,J,yes,yes,pup,WAY026,86,13.1,82,39.3,20.7,small,small,NA,NA
WAY039,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,305,19.7,124.9,61.1,27.8,12.4,11.3,306.2938115,-1.293811537
WAY042,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,female,L,no,yes,mom,WAY046,306,21.8,127.6,62.5,26.3,10.7,8.2,304.7127621,1.287237941
WAY043,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,306,22.8,126.1,63.6,30.9,12.4,10.6,310.1172824,-4.117282415
WAY045,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY041,83,12.51,79.8,36.5,21.3,6.4,7,NA,NA
WAY046,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,female,J,yes,yes,pup,WAY042,102,14.32,93,41.5,23.2,small,small,NA,NA
WAY047,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,male,A,no,no,NA,NA,349,21.5,134.8,65.4,29.7,14.8,10.1,338.1571625,10.84283745
WAY048,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-03,2019,Eidolon dupreanum,male,A,no,no,NA,NA,338,21.5,126.3,62.2,27.4,13,12.9,310.7555831,27.24441686
WAY049,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-03,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,267,18.7,126,57.7,27.8,6.4,4.8,299.3919448,-32.39194482
WAY051,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-02,2019,Eidolon dupreanum,female,L,no,yes,mom,WAY053,291,21.5,125,58.3,27.8,9.3,8,296.079976,-5.079975971
WAY052,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,84,2019-11-03,2019,Eidolon dupreanum,male,J,yes,yes,pup,WAY050,97,13.1,89.4,41.4,21.5,5.9,4.5,NA,NA
WAY054,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-27,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,320,21.4,131,62,26.2,10.2,6,316.1072073,3.892792715
WAY056,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,347,21.6,126.7,62,29.8,12.7,9.2,312.0330864,34.96691364
WAY057,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,367,22,129.6,64,27.2,17.6,13.4,321.3307117,45.66928833
WAY062,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,female,NL,no,NA,NA,NA,285,21.3,132,60,25,4,3.5,319.4810044,-34.48100435
WAY063,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,275,18.9,130.5,61,26.1,7,7.2,314.424125,-39.42412504
WAY064,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,345,21.5,134.3,66,23.1,18,11.2,336.5307117,8.469288314
WAY065,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,310,21.4,133.1,68.1,31,7.1,6.5,323.2038887,-13.20388867
WAY066,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,310,28,137,67,28.6,11.2,10.6,345.334812,-35.334812
WAY067,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,328,22.2,124.1,61,31.5,10.4,10.3,303.7508877,24.2491123
WAY074,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-28,2019,Eidolon dupreanum,male,A,no,no,NA,NA,300,20.9,130,61,30.2,13.1,11.1,322.6180374,-22.6180374
WAY075,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-29,2019,Eidolon dupreanum,male,A,no,no,NA,NA,345,20.2,133.2,64.9,25.9,13.1,12.1,332.9588624,12.04113756
WAY076,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-29,2019,Eidolon dupreanum,male,A,no,no,NA,NA,370,22.5,129.5,60.5,24.1,17.2,10,321.0090647,48.9909353
WAY077,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-29,2019,Eidolon dupreanum,male,A,no,no,NA,NA,349,23.7,130.4,64.3,27.6,13.6,14.6,323.9065418,25.09345823
WAY078,0,0,0,,NIH,Ankarana_Chauves_Souris,Ankarana,-12.9435,49.0555,87,2019-11-29,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,303,22,133.1,63.9,25.9,small,small,323.2038887,-20.20388867
